x,y,z,Vx,Vy,Vz
-0.1,0.3,-0.5,-0.322295,-0.243472,-0.24737
-0.1,0.3,-0.4,-0.392028,-0.138316,-0.244199
-0.1,0.3,-0.3,-0.466964,-0.0322662,-0.220283
-0.1,0.3,-0.2,-0.537158,0.0618456,-0.169724
-0.1,0.3,-0.1,-0.588322,0.127843,-0.0925597
-0.1,0.3,0,-0.606841,0.151395,0.00162479
-0.1,0.3,0.1,-0.587102,0.126786,0.0955086
-0.1,0.3,0.2,-0.535066,0.0600804,0.171917
-0.1,0.3,0.3,-0.464484,-0.0342311,0.221581
-0.1,0.3,0.4,-0.38956,-0.140023,0.244725
-0.1,0.3,0.5,-0.320068,-0.244621,0.247356
-0.1,0.3,0.6,-0.2606,-0.340321,0.236819
-0.1,0.3,0.7,-0.212082,-0.423584,0.219238
-0.1,0.3,0.8,-0.17354,-0.493565,0.198821
-0.1,0.3,0.9,-0.143324,-0.550883,0.178107
-0.1,0.3,1,-0.119738,-0.596816,0.158463
-0.1,0.4,-1,-0.150946,-0.577819,-0.19656
-0.1,0.4,-0.9,-0.178846,-0.528576,-0.218607
-0.1,0.4,-0.8,-0.213911,-0.467608,-0.240984
-0.1,0.4,-0.7,-0.257636,-0.393786,-0.261808
-0.1,0.4,-0.6,-0.311235,-0.306789,-0.277922
-0.1,0.4,-0.5,-0.374947,-0.207948,-0.284551
-0.1,0.4,-0.4,-0.446891,-0.101431,-0.275358
-0.1,0.4,-0.3,-0.521673,0.00452599,-0.24352
-0.1,0.4,-0.2,-0.589582,0.0972528,-0.184399
-0.1,0.4,-0.1,-0.637879,0.161519,-0.0993516
-0.1,0.4,0,-0.655122,0.184301,0.00175753
-0.1,0.4,0.1,-0.636728,0.160499,0.102586
-0.1,0.4,0.2,-0.587566,0.0955251,0.186912
-0.1,0.4,0.3,-0.519211,0.00255938,0.245141
-0.1,0.4,0.4,-0.444354,-0.103196,0.276162
-0.1,0.4,0.5,-0.372574,-0.209204,0.284741
-0.1,0.4,0.6,-0.309137,-0.307377,0.277717
-0.1,0.4,0.7,-0.255832,-0.393659,0.261385
-0.1,0.4,0.8,-0.212376,-0.466793,0.240467
-0.1,0.4,0.9,-0.177536,-0.527135,0.218073
-0.1,0.4,1,-0.149816,-0.575831,0.196052
-0.1,0.5,-1,-0.175101,-0.555466,-0.22409
-0.1,0.5,-0.9,-0.204976,-0.504306,-0.246243
-0.1,0.5,-0.8,-0.241712,-0.441675,-0.267691
-0.1,0.5,-0.7,-0.286383,-0.366774,-0.286209
-0.1,0.5,-0.6,-0.339602,-0.279748,-0.298399
-0.1,0.5,-0.5,-0.400895,-0.182475,-0.299554
-0.1,0.5,-0.4,-0.467814,-0.0795528,-0.283978
-0.1,0.5,-0.3,-0.535061,0.0208605,-0.246202
-0.1,0.5,-0.2,-0.594275,0.107122,-0.183287
-0.1,0.5,-0.1,-0.635397,0.166029,-0.097607
-0.1,0.5,0,-0.649884,0.186747,0.0017479
-0.1,0.5,0.1,-0.634412,0.165127,0.100866
-0.1,0.5,0.2,-0.592514,0.105574,0.185925
-0.1,0.5,0.3,-0.532843,0.0190601,0.248039
-0.1,0.5,0.4,-0.465446,-0.0812133,0.28504
-0.1,0.5,0.5,-0.398597,-0.183703,0.299989
-0.1,0.5,0.6,-0.337495,-0.280374,0.298395
-0.1,0.5,0.7,-0.28451,-0.366733,0.285933
-0.1,0.5,0.8,-0.24007,-0.440976,0.267272
-0.1,0.5,0.9,-0.203537,-0.502997,0.245768
-0.1,0.5,1,-0.173833,-0.553616,0.223612
-0.1,0.6,-1,-0.193298,-0.533883,-0.241836
-0.1,0.6,-0.9,-0.223327,-0.482072,-0.262336
-0.1,0.6,-0.8,-0.259406,-0.419561,-0.281029
-0.1,0.6,-0.7,-0.302144,-0.345987,-0.295554
-0.1,0.6,-0.6,-0.351604,-0.262014,-0.302596
-0.1,0.6,-0.5,-0.406805,-0.169993,-0.29794
-0.1,0.6,-0.4,-0.465138,-0.0746767,-0.276948
-0.1,0.6,-0.3,-0.521915,0.0163391,-0.235701
-0.1,0.6,-0.2,-0.570512,0.0930059,-0.172774
-0.1,0.6,-0.1,-0.60354,0.144573,-0.0910491
-0.1,0.6,0,-0.615036,0.162574,0.00165939
-0.1,0.6,0.1,-0.602737,0.143831,0.0941797
-0.1,0.6,0.2,-0.569049,0.0917165,0.175401
-0.1,0.6,0.3,-0.520021,0.0148144,0.237653
-0.1,0.6,0.4,-0.463046,-0.076111,0.278211
-0.1,0.6,0.5,-0.404701,-0.171076,0.298611
-0.1,0.6,0.6,-0.349605,-0.262578,0.302819
-0.1,0.6,0.7,-0.300305,-0.345955,0.295473
-0.1,0.6,0.8,-0.257742,-0.418922,0.280764
-0.1,0.6,0.9,-0.221829,-0.480859,0.261975
-0.1,0.6,1,-0.191945,-0.532149,0.24144
-0.1,0.7,-1,-0.206166,-0.514479,-0.25089
-0.1,0.7,-0.9,-0.235012,-0.463384,-0.268593
-0.1,0.7,-0.8,-0.268865,-0.402742,-0.283527
-0.1,0.7,-0.7,-0.30794,-0.332632,-0.293391
-0.1,0.7,-0.6,-0.351902,-0.254159,-0.295192
-0.1,0.7,-0.5,-0.399528,-0.169946,-0.285427
-0.1,0.7,-0.4,-0.44836,-0.0845892,-0.260597
-0.1,0.7,-0.3,-0.494542,-0.00478879,-0.218156
-0.1,0.7,-0.2,-0.533092,0.0611852,-0.157766
-0.1,0.7,-0.1,-0.558806,0.104944,-0.0823897
-0.1,0.7,0,-0.567661,0.120119,0.0015374
-0.1,0.7,0.1,-0.558164,0.104367,0.0853191
-0.1,0.7,0.2,-0.531905,0.060176,0.160299
-0.1,0.7,0.3,-0.492965,-0.00599495,0.220141
-0.1,0.7,0.4,-0.446565,-0.0857347,0.261999
-0.1,0.7,0.5,-0.397661,-0.170811,0.286298
-0.1,0.7,0.6,-0.350066,-0.254589,0.295633
-0.1,0.7,0.7,-0.306194,-0.332545,0.293518
-0.1,0.7,0.8,-0.267237,-0.402112,0.283444
-0.1,0.7,0.9,-0.233505,-0.462228,0.268381
-0.1,0.7,1,-0.204772,-0.512837,0.250612
-0.1,0.8,-1,-0.214584,-0.498045,-0.252759
-0.1,0.8,-0.9,-0.241394,-0.448885,-0.267098
-0.1,0.8,-0.8,-0.272143,-0.391537,-0.277959
-0.1,0.8,-0.7,-0.306762,-0.326448,-0.283243
-0.1,0.8,-0.6,-0.344693,-0.255012,-0.280409
-0.1,0.8,-0.5,-0.384678,-0.179908,-0.26671
-0.1,0.8,-0.4,-0.42458,-0.105338,-0.239663
-0.1,0.8,-0.3,-0.461375,-0.0369694,-0.197778
-0.1,0.8,-0.2,-0.491434,0.0186115,-0.14139
-0.1,0.8,-0.1,-0.511167,0.0550274,-0.0732704
-0.1,0.8,0,-0.517898,0.0675908,0.00140893
-0.1,0.8,0.1,-0.510655,0.0546032,0.0759773
-0.1,0.8,0.2,-0.490473,0.0178657,0.14379
-0.1,0.8,0.3,-0.460071,-0.0378631,0.199743
-0.1,0.8,0.4,-0.423056,-0.106182,0.241146
-0.1,0.8,0.5,-0.383044,-0.180525,0.267733
-0.1,0.8,0.6,-0.343034,-0.255268,0.281039
-0.1,0.8,0.7,-0.305136,-0.326263,0.283566
-0.1,0.8,0.8,-0.270582,-0.390876,0.27806
-0.1,0.8,0.9,-0.23991,-0.447752,0.267049
-0.1,0.8,1,-0.213179,-0.496467,0.252618
-0.1,0.9,-1,-0.219493,-0.484829,-0.24906
-0.1,0.9,-0.9,-0.243822,-0.438546,-0.259919
-0.1,0.9,-0.8,-0.27112,-0.385475,-0.266872
-0.1,0.9,-0.7,-0.301144,-0.326319,-0.268099
-0.1,0.9,-0.6,-0.333251,-0.262607,-0.261547
-0.1,0.9,-0.5,-0.366273,-0.196898,-0.245157
-0.1,0.9,-0.4,-0.39845,-0.132872,-0.217261
-0.1,0.9,-0.3,-0.427479,-0.0751827,-0.177106
-0.1,0.9,-0.2,-0.450763,-0.0289647,-0.125385
-0.1,0.9,-0.1,-0.465843,0.00100276,-0.0645538
-0.1,0.9,0,-0.470944,0.0113009,0.0012878
-0.1,0.9,0.1,-0.46543,0.000707496,0.067045
-0.1,0.9,0.2,-0.449978,-0.0294823,0.12764
-0.1,0.9,0.3,-0.426395,-0.0757969,0.179019
-0.1,0.9,0.4,-0.397152,-0.133435,0.218781
-0.1,0.9,0.5,-0.364844,-0.19727,0.246288
-0.1,0.9,0.6,-0.33176,-0.262677,0.26233
-0.1,0.9,0.7,-0.299641,-0.326014,0.268595
-0.1,0.9,0.8,-0.269639,-0.384759,0.267145
-0.1,0.9,0.9,-0.24238,-0.437413,0.26003
-0.1,0.9,1,-0.218098,-0.483295,0.249062
-0.1,1,-1,-0.221776,-0.474696,-0.24131
-0.1,1,-0.9,-0.243483,-0.431914,-0.248878
-0.1,1,-0.8,-0.267341,-0.383663,-0.252363
-0.1,1,-0.7,-0.293022,-0.330794,-0.250254
-0.1,1,-0.6,-0.319886,-0.274843,-0.240948
-0.1,1,-0.5,-0.346918,-0.218138,-0.222963
-0.1,1,-0.4,-0.372714,-0.163805,-0.195239
-0.1,1,-0.3,-0.395555,-0.115587,-0.157504
-0.1,1,-0.2,-0.413591,-0.0774374,-0.110597
-0.1,1,-0.1,-0.42514,-0.0529163,-0.0566247
-0.1,1,0,-0.429016,-0.0445128,0.00117993
-0.1,1,0.1,-0.4248,-0.0531069,0.0589201
-0.1,1,0.2,-0.412939,-0.0777671,0.11271
-0.1,1,0.3,-0.39464,-0.115965,0.159348
-0.1,1,0.4,-0.371598,-0.164123,0.196767
-0.1,1,0.5,-0.345661,-0.218289,0.224166
-0.1,1,0.6,-0.318542,-0.274737,0.241848
-0.1,1,0.7,-0.291634,-0.330368,0.250892
-0.1,1,0.8,-0.26594,-0.382881,0.252788
-0.1,1,0.9,-0.242089,-0.430767,0.249139
-0.1,1,1,-0.220402,-0.473192,0.241451
0,-1,-1,0.216913,-0.500822,0.26295
0,-1,-0.9,0.238123,-0.453415,0.272952
0,-1,-0.8,0.261625,-0.399138,0.278695
0,-1,-0.7,0.287158,-0.338789,0.278376
0,-1,-0.6,0.314139,-0.274005,0.270012
0,-1,-0.5,0.341577,-0.20745,0.251673
0,-1,-0.4,0.368033,-0.142871,0.221873
0,-1,-0.3,0.391682,-0.0849213,0.180043
0,-1,-0.2,0.410504,-0.0386594,0.127002
0,-1,-0.1,0.422624,-0.00873816,0.0652129
0,-1,0,0.426699,0.00154132,-0.00135915
0,-1,0.1,0.422252,-0.00899646,-0.0678507
0,-1,0.2,0.409793,-0.0391072,-0.129414
0,-1,0.3,0.390686,-0.0854393,-0.182124
0,-1,0.4,0.366822,-0.143318,-0.22357
0,-1,0.5,0.340217,-0.207691,-0.252984
0,-1,0.6,0.312687,-0.273932,-0.270969
0,-1,0.7,0.28566,-0.33833,-0.279036
0,-1,0.8,0.260112,-0.398257,-0.279118
0,-1,0.9,0.236615,-0.452106,-0.273197
0,-1,1,0.215421,-0.499102,-0.263067
0,-0.9,-1,0.21407,-0.511123,0.273027
0,-0.9,-0.9,0.238038,-0.459303,0.287155
0,-0.9,-0.8,0.265221,-0.398848,0.297343
0,-0.9,-0.7,0.295488,-0.330299,0.301416
0,-0.9,-0.6,0.328294,-0.255204,0.29681
0,-0.9,-0.5,0.362515,-0.17646,0.280817
0,-0.9,-0.4,0.396331,-0.0985196,0.251076
0,-0.9,-0.3,0.427239,-0.0272971,0.206276
0,-0.9,-0.2,0.452304,0.0304292,0.146939
0,-0.9,-0.1,0.468666,0.0681663,0.0759525
0,-0.9,0,0.474221,0.081178,-0.00150971
0,-0.9,0.1,0.468206,0.0677547,-0.0788628
0,-0.9,0.2,0.451433,0.0297082,-0.149546
0,-0.9,0.3,0.426044,-0.0281542,-0.208449
0,-0.9,0.4,0.39491,-0.0993143,-0.252763
0,-0.9,0.5,0.360961,-0.177011,-0.282034
0,-0.9,0.6,0.326681,-0.255376,-0.297617
0,-0.9,0.7,0.293867,-0.330007,-0.301895
0,-0.9,0.8,0.263625,-0.398057,-0.297577
0,-0.9,0.9,0.236483,-0.458016,-0.287219
0,-0.9,1,0.212563,-0.50937,-0.27298
0,-0.8,-1,0.208823,-0.52476,0.278861
0,-0.8,-0.9,0.235491,-0.469161,0.297436
0,-0.8,-0.8,0.266504,-0.403005,0.312737
0,-0.8,-0.7,0.301978,-0.326397,0.322264
0,-0.8,-0.6,0.341535,-0.240588,0.322832
0,-0.8,-0.5,0.384016,-0.148515,0.310779
0,-0.8,-0.4,0.427213,-0.0552732,0.282537
0,-0.8,-0.3,0.467756,0.0317791,0.235613
0,-0.8,-0.2,0.501384,0.103638,0.169859
0,-0.8,-0.1,0.523707,0.151238,0.0885094
0,-0.8,0,0.531365,0.167738,-0.00169086
0,-0.8,0.1,0.52312,0.150625,-0.0917413
0,-0.8,0.2,0.50029,0.102563,-0.172681
0,-0.8,0.3,0.466287,0.0304942,-0.237865
0,-0.8,0.4,0.425515,-0.0564916,-0.284173
0,-0.8,0.5,0.382218,-0.14943,-0.311849
0,-0.8,0.6,0.339728,-0.241031,-0.323437
0,-0.8,0.7,0.300221,-0.326279,-0.322521
0,-0.8,0.8,0.264825,-0.402299,-0.312754
0,-0.8,0.9,0.233898,-0.467885,-0.297302
0,-0.8,1,0.207314,-0.52296,-0.278641
0,-0.7,-1,0.200305,-0.541999,0.278649
0,-0.7,-0.9,0.229314,-0.48367,0.301624
0,-0.7,-0.8,0.263953,-0.412856,0.322384
0,-0.7,-0.7,0.304744,-0.329044,0.338229
0,-0.7,-0.6,0.351679,-0.232916,0.34541
0,-0.7,-0.5,0.403772,-0.127136,0.339211
0,-0.7,-0.4,0.458531,-0.0172058,0.314504
0,-0.7,-0.3,0.511572,0.0880206,0.267032
0,-0.7,-0.2,0.556785,0.176802,0.195358
0,-0.7,-0.1,0.587417,0.236573,0.102807
0,-0.7,0,0.598054,0.257443,-0.00190237
0,-0.7,0.1,0.586649,0.235701,-0.106404
0,-0.7,0.2,0.555378,0.175284,-0.198398
0,-0.7,0.3,0.509735,0.086219,-0.269324
0,-0.7,0.4,0.456479,-0.0189126,-0.316027
0,-0.7,0.5,0.401678,-0.128445,-0.340068
0,-0.7,0.6,0.349654,-0.233635,-0.345758
0,-0.7,0.7,0.302845,-0.329086,-0.338226
0,-0.7,0.8,0.262199,-0.412212,-0.322164
0,-0.7,0.9,0.227699,-0.482379,-0.301287
0,-0.7,1,0.198814,-0.540129,-0.278262
0,-0.6,-1,0.187558,-0.562686,0.270409
0,-0.6,-0.9,0.218117,-0.50307,0.297156
0,-0.6,-0.8,0.255615,-0.42927,0.323102
0,-0.6,-0.7,0.301149,-0.340016,0.345569
0,-0.6,-0.6,0.355352,-0.235146,0.360454
0,-0.6,-0.5,0.417758,-0.11664,0.362053
0,-0.6,-0.4,0.485897,0.0100464,0.343441
0,-0.6,-0.3,0.554393,0.134788,0.297937
0,-0.6,-0.2,0.614735,0.242763,0.221917
0,-0.6,-0.1,0.656655,0.31689,0.118214
0,-0.6,0,0.671422,0.34302,-0.0021352
0,-0.6,0.1,0.655634,0.315703,-0.122198
0,-0.6,0.2,0.612906,0.24072,-0.225148
0,-0.6,0.3,0.552083,0.132404,-0.300199
0,-0.6,0.4,0.483418,0.00782334,-0.344765
0,-0.6,0.5,0.415334,-0.118334,-0.362622
0,-0.6,0.6,0.353107,-0.236106,-0.360495
0,-0.6,0.7,0.299127,-0.340173,-0.345285
0,-0.6,0.8,0.253814,-0.428643,-0.322645
0,-0.6,0.9,0.216511,-0.501726,-0.29663
0,-0.6,1,0.186116,-0.560716,-0.269877
0,-0.5,-1,0.169652,-0.586049,0.252213
0,-0.5,-0.9,0.200428,-0.526846,0.281327
0,-0.5,-0.8,0.239236,-0.45226,0.311234
0,-0.5,-0.7,0.287858,-0.360253,0.339575
0,-0.5,-0.6,0.347837,-0.249659,0.362273
0,-0.5,-0.5,0.419682,-0.121379,0.372993
0,-0.5,-0.4,0.501521,0.0197968,0.363106
0,-0.5,-0.3,0.587374,0.163092,0.323023
0,-0.5,-0.2,0.666015,0.290734,0.245859
0,-0.5,-0.1,0.722332,0.380375,0.132933
0,-0.5,0,0.742513,0.412347,-0.00236094
0,-0.5,0.1,0.72098,0.378836,-0.137265
0,-0.5,0.2,0.663657,0.288131,-0.249194
0,-0.5,0.3,0.584509,0.160127,-0.325141
0,-0.5,0.4,0.498584,0.0171042,-0.36413
0,-0.5,0.5,0.416945,-0.123381,-0.373212
0,-0.5,0.6,0.345418,-0.250774,-0.361986
0,-0.5,0.7,0.285771,-0.360445,-0.339021
0,-0.5,0.8,0.237446,-0.451584,-0.310573
0,-0.5,0.9,0.198885,-0.525401,-0.280654
0,-0.5,1,0.168304,-0.583947,-0.251581
0,-0.4,-1,0.145874,-0.610563,0.222571
0,-0.4,-0.9,0.174967,-0.553429,0.251772
0,-0.4,-0.8,0.212613,-0.480439,0.283212
0,-0.4,-0.7,0.261238,-0.388966,0.315125
0,-0.4,-0.6,0.323391,-0.276928,0.343953
0,-0.4,-0.5,0.400938,-0.144,0.363423
0,-0.4,-0.4,0.49335,0.0062345,0.363869
0,-0.4,-0.3,0.594966,0.163289,0.332989
0,-0.4,-0.2,0.692282,0.30736,0.25989
0,-0.4,-0.1,0.764498,0.411035,0.14303
0,-0.4,0,0.790904,0.448508,-0.00251472
0,-0.4,0.1,0.762768,0.409166,-0.14755
0,-0.4,0.2,0.689358,0.304267,-0.263155
0,-0.4,0.3,0.591568,0.159868,-0.334815
0,-0.4,0.4,0.490039,0.00323122,-0.364508
0,-0.4,0.5,0.398007,-0.14615,-0.363274
0,-0.4,0.6,0.320921,-0.27806,-0.343375
0,-0.4,0.7,0.259197,-0.389087,-0.314367
0,-0.4,0.8,0.210928,-0.479641,-0.282421
0,-0.4,0.9,0.17356,-0.551836,-0.251027
0,-0.4,1,0.144677,-0.608303,-0.221906
0,-0.3,-1,0.115967,-0.633962,0.18091
0,-0.3,-0.9,0.141031,-0.580085,0.207176
0,-0.3,-0.8,0.174212,-0.510649,0.236537
0,-0.3,-0.7,0.218263,-0.422782,0.267956
0,-0.3,-0.6,0.276455,-0.313882,0.298814
0,-0.3,-0.5,0.351941,-0.182712,0.323766
0,-0.3,-0.4,0.445998,-0.0315859,0.33346
0,-0.3,-0.3,0.554534,0.130102,0.31432
0,-0.3,-0.2,0.663516,0.282166,0.252093
0,-0.3,-0.1,0.747607,0.394027,0.141505
0,-0.3,0,0.779053,0.434981,-0.00247711
0,-0.3,0.1,0.745582,0.391957,-0.145856
0,-0.3,0.2,0.660208,0.278813,-0.255012
0,-0.3,0.3,0.550868,0.126505,-0.315708
0,-0.3,0.4,0.442607,-0.0346301,-0.333697
0,-0.3,0.5,0.349087,-0.18479,-0.323329
0,-0.3,0.6,0.274159,-0.314873,-0.298068
0,-0.3,0.7,0.216441,-0.42273,-0.267126
0,-0.3,0.8,0.172758,-0.509669,-0.235741
0,-0.3,0.9,0.139852,-0.578315,-0.206463
0,-0.3,1,0.114988,-0.631533,-0.180296
0,-0.2,-1,0.0803668,-0.653496,0.128041
0,-0.2,-0.9,0.0989323,-0.603179,0.148051
0,-0.2,-0.8,0.123954,-0.538117,0.171048
0,-0.2,-0.7,0.157913,-0.455561,0.196616
0,-0.2,-0.6,0.204,-0.352926,0.223213
0,-0.2,-0.5,0.265775,-0.228746,0.247123
0,-0.2,-0.4,0.345794,-0.0846752,0.260985
0,-0.2,-0.3,0.442237,0.0710333,0.252794
0,-0.2,-0.2,0.543455,0.219356,0.208089
0,-0.2,-0.1,0.624556,0.32986,0.119094
0,-0.2,0,0.655561,0.37065,-0.0020844
0,-0.2,0.1,0.622585,0.327814,-0.122672
0,-0.2,0.2,0.540342,0.216097,-0.210314
0,-0.2,0.3,0.438938,0.0676191,-0.253668
0,-0.2,0.4,0.342885,-0.087476,-0.260936
0,-0.2,0.5,0.263433,-0.230561,-0.246594
0,-0.2,0.6,0.202188,-0.353665,-0.222509
0,-0.2,0.7,0.156523,-0.455282,-0.195901
0,-0.2,0.8,0.122877,-0.536938,-0.170397
0,-0.2,0.9,0.0980793,-0.601235,-0.14749
0,-0.2,1,0.0796728,-0.650916,-0.12757
0,-0.1,-1,0.0403288,-0.666457,0.0664173
0,-0.1,-0.9,0.050293,-0.618899,0.0772712
0,-0.1,-0.8,0.0638736,-0.557434,0.0899597
0,-0.1,-0.7,0.0825614,-0.479595,0.1044
0,-0.1,-0.6,0.108367,-0.383131,0.119947
0,-0.1,-0.5,0.143712,-0.266889,0.134763
0,-0.1,-0.4,0.190715,-0.132616,0.144846
0,-0.1,-0.3,0.249121,0.011927,0.143085
0,-0.1,-0.2,0.312416,0.149232,0.120085
0,-0.1,-0.1,0.364577,0.251403,0.0697551
0,-0.1,0,0.384858,0.289121,-0.00122295
0,-0.1,0.1,0.363302,0.249556,-0.0718171
0,-0.1,0.2,0.310453,0.146304,-0.121294
0,-0.1,0.3,0.247109,0.00888728,-0.143486
0,-0.1,0.4,0.189001,-0.135065,-0.144732
0,-0.1,0.5,0.142376,-0.268404,-0.134408
0,-0.1,0.6,0.107362,-0.383627,-0.119521
0,-0.1,0.7,0.0818094,-0.479121,-0.10399
0,-0.1,0.8,0.0633034,-0.556099,-0.0895978
0,-0.1,0.9,0.0498503,-0.616828,-0.0769663
0,-0.1,1,0.0399749,-0.663772,-0.0661664
0,0,-1,-0.00214119,-0.67084,-6.82211e-006
0,0,-0.9,-0.00199347,-0.624313,-7.15805e-006
0,0,-0.8,-0.00180266,-0.564231,-7.4267e-006
0,0,-0.7,-0.00156137,-0.488269,-7.56613e-006
0,0,-0.6,-0.00126301,-0.394367,-7.48167e-006
0,0,-0.5,-0.000904529,-0.2816,-7.04093e-006
0,0,-0.4,-0.000491915,-0.151911,-6.09197e-006
0,0,-0.3,-4.93748e-005,-0.0130191,-4.5455e-006
0,0,-0.2,0.000369876,0.118206,-2.56135e-006
0,0,-0.1,0.000682205,0.215395,-7.48038e-007
0,0,0,0.000800098,0.251183,0
0,0,0.1,0.000684483,0.213668,-7.70013e-007
0,0,0.2,0.000374391,0.115463,-2.58644e-006
0,0,0.3,-4.27061e-005,-0.0158682,-4.55685e-006
0,0,0.4,-0.00048321,-0.154197,-6.08531e-006
0,0,0.5,-0.000893935,-0.282988,-7.02032e-006
0,0,0.6,-0.00125069,-0.394766,-7.45308e-006
0,0,0.7,-0.00154752,-0.487722,-7.53437e-006
0,0,0.8,-0.00178746,-0.56284,-7.39488e-006
0,0,0.9,-0.00197711,-0.622198,-7.12792e-006
0,0,1,-0.00212386,-0.66812,-6.79452e-006
0,0.1,-1,-0.0445865,-0.665915,-0.066377
0,0.1,-0.9,-0.054247,-0.618333,-0.0772126
0,0.1,-0.8,-0.0674317,-0.556846,-0.0898746
0,0.1,-0.7,-0.0856118,-0.478989,-0.104277
0,0.1,-0.6,-0.110776,-0.382514,-0.119771
0,0.1,-0.5,-0.145326,-0.26627,-0.134519
0,0.1,-0.4,-0.191372,-0.132012,-0.144522
0,0.1,-0.3,-0.248687,0.0124971,-0.142697
0,0.1,-0.2,-0.310875,0.14975,-0.119702
0,0.1,-0.1,-0.362155,0.251866,-0.0695063
0,0.1,0,-0.382093,0.28956,0.00122002
0,0.1,0.1,-0.360884,0.250014,0.0715617
0,0.1,0.2,-0.308913,0.146812,0.120902
0,0.1,0.3,-0.246672,0.0094453,0.143084
0,0.1,0.4,-0.189647,-0.134474,0.144388
0,0.1,0.5,-0.143973,-0.267799,0.134139
0,0.1,0.6,-0.109749,-0.383023,0.119319
0,0.1,0.7,-0.0848338,-0.478528,0.103839
0,0.1,0.8,-0.0668323,-0.555523,0.0894849
0,0.1,0.9,-0.0537724,-0.616272,0.0768805
0,0.1,1,-0.0441985,-0.663239,0.0661
0,0.2,-1,-0.0845554,-0.652449,-0.127851
0,0.2,-0.9,-0.102796,-0.602099,-0.147793
0,0.2,-0.8,-0.127387,-0.537017,-0.170694
0,0.2,-0.7,-0.160778,-0.454462,-0.19613
0,0.2,-0.6,-0.206121,-0.351864,-0.222551
0,0.2,-0.5,-0.266929,-0.227776,-0.24624
0,0.2,-0.4,-0.345714,-0.0838775,-0.259866
0,0.2,-0.3,-0.440665,0.0715613,-0.25151
0,0.2,-0.2,-0.540283,0.219539,-0.206872
0,0.2,-0.1,-0.620063,0.329724,-0.118326
0,0.2,0,-0.650549,0.37038,0.00207595
0,0.2,0.1,-0.618109,0.327675,0.12189
0,0.2,0.2,-0.537191,0.216272,0.209089
0,0.2,0.3,-0.43738,0.0681331,0.252378
0,0.2,0.4,-0.342808,-0.0866971,0.259807
0,0.2,0.5,-0.264579,-0.229613,0.245698
0,0.2,0.6,-0.204293,-0.352626,0.221829
0,0.2,0.7,-0.159366,-0.454205,0.195394
0,0.2,0.8,-0.126284,-0.53586,0.170021
0,0.2,0.9,-0.101914,-0.600175,0.147208
0,0.2,1,-0.083829,-0.649888,0.127357
0,0.3,-1,-0.120055,-0.632475,-0.180508
0,0.3,-0.9,-0.144771,-0.578579,-0.206642
0,0.3,-0.8,-0.177483,-0.509157,-0.235825
0,0.3,-0.7,-0.220905,-0.421358,-0.267007
0,0.3,-0.6,-0.278257,-0.312612,-0.297563
0,0.3,-0.5,-0.352629,-0.181719,-0.322163
0,0.3,-0.4,-0.445251,-0.0310389,-0.331517
0,0.3,-0.3,-0.552051,0.130019,-0.312195
0,0.3,-0.2,-0.659191,0.281339,-0.250166
0,0.3,-0.1,-0.741791,0.392556,-0.140328
0,0.3,0,-0.772659,0.43325,0.00246555
0,0.3,0.1,-0.739788,0.390488,0.144662
0,0.3,0.2,-0.655915,0.277986,0.253079
0,0.3,0.3,-0.548412,0.126414,0.313583
0,0.3,0.4,-0.441875,-0.0340994,0.331755
0,0.3,0.5,-0.349778,-0.18382,0.321723
0,0.3,0.6,-0.275951,-0.313629,0.29681
0,0.3,0.7,-0.219066,-0.421335,0.266165
0,0.3,0.8,-0.176006,-0.508206,0.235013
0,0.3,0.9,-0.143565,-0.576837,0.205912
0,0.3,1,-0.119046,-0.630074,0.179875
0,0.4,-1,-0.149845,-0.608711,-0.221934
0,0.4,-0.9,-0.178574,-0.55159,-0.250945
0,0.4,-0.8,-0.215727,-0.478673,-0.282139
0,0.4,-0.7,-0.263691,-0.387363,-0.313741
0,0.4,-0.6,-0.324965,-0.275621,-0.342196
0,0.4,-0.5,-0.40136,-0.143172,-0.361267
0,0.4,-0.4,-0.492321,0.00636034,-0.361379
0,0.4,-0.3,-0.592238,0.162498,-0.330397
0,0.4,-0.2,-0.687826,0.305563,-0.257645
0,0.4,-0.1,-0.758692,0.408414,-0.141702
0,0.4,0,-0.784587,0.445566,0.00250367
0,0.4,0.1,-0.756984,0.406551,0.146206
0,0.4,0.2,-0.684934,0.302475,0.260905
0,0.4,0.3,-0.58887,0.159075,0.332228
0,0.4,0.4,-0.489029,0.00334514,0.362024
0,0.4,0.5,-0.398436,-0.145342,0.361123
0,0.4,0.6,-0.322491,-0.27678,0.341618
0,0.4,0.7,-0.261638,-0.387516,0.312978
0,0.4,0.8,-0.214023,-0.477908,0.28134
0,0.4,0.9,-0.177143,-0.55003,0.250188
0,0.4,1,-0.148621,-0.606484,0.221254
0,0.5,-1,-0.173505,-0.5839,-0.251355
0,0.5,-0.9,-0.203913,-0.524752,-0.280242
0,0.5,-0.8,-0.242228,-0.450303,-0.309867
0,0.5,-0.7,-0.290199,-0.358551,-0.337869
0,0.5,-0.6,-0.349328,-0.248373,-0.360189
0,0.5,-0.5,-0.420092,-0.120715,-0.370546
0,0.5,-0.4,-0.50062,0.0196127,-0.360409
0,0.5,-0.3,-0.585008,0.161876,-0.320346
0,0.5,-0.2,-0.662227,0.288456,-0.243635
0,0.5,-0.1,-0.717477,0.377271,-0.131656
