x,y,z,Vx,Vy,Vz
-1,-1,-1,0.16002,-0.407462,0.0908036
-1,-1,-0.9,0.171021,-0.396994,0.0884292
-1,-1,-0.8,0.182083,-0.386292,0.084587
-1,-1,-0.7,0.192956,-0.375637,0.079147
-1,-1,-0.6,0.203349,-0.365355,0.0720306
-1,-1,-0.5,0.212938,-0.355799,0.0632278
-1,-1,-0.4,0.221385,-0.347332,0.0528125
-1,-1,-0.3,0.228361,-0.340304,0.0409517
-1,-1,-0.2,0.233571,-0.335025,0.0279057
-1,-1,-0.1,0.236781,-0.331739,0.0140186
-1,-1,0,0.23784,-0.330604,-0.000302503
-1,-1,0.1,0.236697,-0.33167,-0.0146169
-1,-1,0.2,0.233407,-0.334885,-0.0284844
-1,-1,0.3,0.228123,-0.340088,-0.0414995
-1,-1,0.4,0.221081,-0.347035,-0.0533205
-1,-1,0.5,0.212577,-0.355414,-0.0636896
-1,-1,0.6,0.202943,-0.364875,-0.0724429
-1,-1,0.7,0.192515,-0.375057,-0.079509
-1,-1,0.8,0.181616,-0.385606,-0.0849003
-1,-1,0.9,0.170538,-0.396201,-0.0886973
-1,-1,1,0.159527,-0.406561,-0.0910309
-1,-0.9,-1,0.153816,-0.415661,0.0884836
-1,-0.9,-0.9,0.165027,-0.405218,0.0864659
-1,-0.9,-0.8,0.176363,-0.394489,0.0829861
-1,-0.9,-0.7,0.187564,-0.383763,0.077898
-1,-0.9,-0.6,0.198324,-0.373371,0.071106
-1,-0.9,-0.5,0.208297,-0.363678,0.0625852
-1,-0.9,-0.4,0.217119,-0.355063,0.0523988
-1,-0.9,-0.3,0.224429,-0.347894,0.0407097
-1,-0.9,-0.2,0.229904,-0.342499,0.0277822
-1,-0.9,-0.1,0.233283,-0.339136,0.0139726
-1,-0.9,0,0.234399,-0.337973,-0.000293261
-1,-0.9,0.1,0.233197,-0.339066,-0.014552
-1,-0.9,0.2,0.229736,-0.342356,-0.028341
-1,-0.9,0.3,0.224186,-0.347674,-0.0412361
-1,-0.9,0.4,0.216809,-0.354759,-0.0528835
-1,-0.9,0.5,0.207932,-0.363283,-0.0630219
-1,-0.9,0.6,0.197915,-0.372878,-0.0714916
-1,-0.9,0.7,0.187123,-0.383167,-0.0782322
-1,-0.9,0.8,0.1759,-0.393785,-0.083271
-1,-0.9,0.9,0.164551,-0.404402,-0.0867055
-1,-0.9,1,0.153333,-0.414733,-0.0886829
-1,-0.8,-1,0.145469,-0.424364,0.0847028
-1,-0.8,-0.9,0.156663,-0.41408,0.0830485
-1,-0.8,-0.8,0.168042,-0.403468,0.0799677
-1,-0.8,-0.7,0.179345,-0.392814,0.0753013
-1,-0.8,-0.6,0.190256,-0.382453,0.0689387
-1,-0.8,-0.5,0.200415,-0.372756,0.0608403
-1,-0.8,-0.4,0.209438,-0.364113,0.0510569
-1,-0.8,-0.3,0.216941,-0.356902,0.0397435
-1,-0.8,-0.2,0.222575,-0.351465,0.0271629
-1,-0.8,-0.1,0.226059,-0.348072,0.0136762
-1,-0.8,0,0.227212,-0.346898,-0.000280241
-1,-0.8,0.1,0.225973,-0.348,-0.0142293
-1,-0.8,0.2,0.222406,-0.351318,-0.0276948
-1,-0.8,0.3,0.216697,-0.356675,-0.0402421
-1,-0.8,0.4,0.209129,-0.363799,-0.0515127
-1,-0.8,0.5,0.200053,-0.372348,-0.0612473
-1,-0.8,0.6,0.189852,-0.381944,-0.069294
-1,-0.8,0.7,0.178912,-0.392199,-0.0756051
-1,-0.8,0.8,0.16759,-0.402741,-0.0802227
-1,-0.8,0.9,0.156201,-0.413239,-0.083259
-1,-0.8,1,0.145004,-0.423408,-0.0848742
-1,-0.7,-1,0.134787,-0.433336,0.0793311
-1,-0.7,-0.9,0.145688,-0.42334,0.0780306
-1,-0.7,-0.8,0.156826,-0.41298,0.0753726
-1,-0.7,-0.7,0.167944,-0.402538,0.0711898
-1,-0.7,-0.6,0.178728,-0.39235,0.0653608
-1,-0.7,-0.5,0.188814,-0.382785,0.0578328
-1,-0.7,-0.4,0.197807,-0.374237,0.0486434
-1,-0.7,-0.3,0.20531,-0.36709,0.0379359
-1,-0.7,-0.2,0.210958,-0.361691,0.0259647
-1,-0.7,-0.1,0.214458,-0.358318,0.0130865
-1,-0.7,0,0.215618,-0.357148,-0.000262746
-1,-0.7,0.1,0.214373,-0.358243,-0.0136047
-1,-0.7,0.2,0.210792,-0.361538,-0.0264614
-1,-0.7,0.3,0.20507,-0.366854,-0.0383992
-1,-0.7,0.4,0.197505,-0.373911,-0.0490641
-1,-0.7,0.5,0.188461,-0.382362,-0.0582051
-1,-0.7,0.6,0.178337,-0.391823,-0.0656822
-1,-0.7,0.7,0.167527,-0.401902,-0.071461
-1,-0.7,0.8,0.156393,-0.412228,-0.0755965
-1,-0.7,0.9,0.145248,-0.422471,-0.0782119
-1,-0.7,1,0.134347,-0.432351,-0.0794755
-1,-0.6,-1,0.12165,-0.442275,0.0722893
-1,-0.6,-0.9,0.13194,-0.432671,0.0713163
-1,-0.6,-0.8,0.142503,-0.422679,0.06909
-1,-0.6,-0.7,0.153098,-0.412576,0.065442
-1,-0.6,-0.6,0.163421,-0.402686,0.0602455
-1,-0.6,-0.5,0.173116,-0.393378,0.0534379
-1,-0.6,-0.4,0.181792,-0.38504,0.0450438
-1,-0.6,-0.3,0.189054,-0.378056,0.0351913
-1,-0.6,-0.2,0.194535,-0.372772,0.0241189
-1,-0.6,-0.1,0.197937,-0.369466,0.012168
-1,-0.6,0,0.199066,-0.368317,-0.000240181
-1,-0.6,0.1,0.197856,-0.369387,-0.0126412
-1,-0.6,0.2,0.194376,-0.372612,-0.0245713
-1,-0.6,0.3,0.188826,-0.377809,-0.0356112
-1,-0.6,0.4,0.181505,-0.384701,-0.0454226
-1,-0.6,0.5,0.172782,-0.392938,-0.0537703
-1,-0.6,0.6,0.163054,-0.402139,-0.0605294
-1,-0.6,0.7,0.152708,-0.411915,-0.0656784
-1,-0.6,0.8,0.142101,-0.421902,-0.069282
-1,-0.6,0.9,0.131534,-0.431774,-0.0714688
-1,-0.6,1,0.121246,-0.441259,-0.0724079
-1,-0.5,-1,0.106039,-0.450818,0.0635664
-1,-0.5,-0.9,0.115373,-0.441677,0.0628797
-1,-0.5,-0.8,0.124997,-0.432137,0.0610793
-1,-0.5,-0.7,0.13469,-0.422461,0.0580044
-1,-0.5,-0.6,0.144173,-0.412968,0.0535297
-1,-0.5,-0.5,0.153113,-0.404014,0.047588
-1,-0.5,-0.4,0.161141,-0.395979,0.0401921
-1,-0.5,-0.3,0.167881,-0.389237,0.0314523
-1,-0.5,-0.2,0.172979,-0.384131,0.0215833
-1,-0.5,-0.1,0.176149,-0.380932,0.0108984
-1,-0.5,0,0.177202,-0.379818,-0.000212156
-1,-0.5,0.1,0.176074,-0.380849,-0.011316
-1,-0.5,0.2,0.172834,-0.383962,-0.0219815
-1,-0.5,0.3,0.167672,-0.388978,-0.0318204
-1,-0.5,0.4,0.16088,-0.395623,-0.0405222
-1,-0.5,0.5,0.15281,-0.403555,-0.0478753
-1,-0.5,0.6,0.143841,-0.412398,-0.0537726
-1,-0.5,0.7,0.134339,-0.421776,-0.0582042
-1,-0.5,0.8,0.124636,-0.431332,-0.0612392
-1,-0.5,0.9,0.115011,-0.440752,-0.0630043
-1,-0.5,1,0.105682,-0.449773,-0.0636611
-1,-0.4,-1,0.0880599,-0.458567,0.053235
-1,-0.4,-0.9,0.0960861,-0.449914,0.0527824
-1,-0.4,-0.8,0.104393,-0.440859,0.05139
-1,-0.4,-0.7,0.112791,-0.431656,0.0489131
-1,-0.4,-0.6,0.121035,-0.422609,0.0452365
-1,-0.4,-0.5,0.128834,-0.414063,0.0402947
-1,-0.4,-0.4,0.135859,-0.406384,0.0340914
-1,-0.4,-0.3,0.141771,-0.399935,0.0267166
-1,-0.4,-0.2,0.146252,-0.395046,0.0183537
-1,-0.4,-0.1,0.149043,-0.39198,0.00927463
-1,-0.4,0,0.149971,-0.39091,-0.000178587
-1,-0.4,0.1,0.148978,-0.391893,-0.00962592
-1,-0.4,0.2,0.146126,-0.394869,-0.0186879
-1,-0.4,0.3,0.14159,-0.399664,-0.0270245
-1,-0.4,0.4,0.135632,-0.406013,-0.034366
-1,-0.4,0.5,0.128573,-0.413585,-0.040532
-1,-0.4,0.6,0.12075,-0.422018,-0.0454355
-1,-0.4,0.7,0.11249,-0.430947,-0.0490749
-1,-0.4,0.8,0.104086,-0.440029,-0.0515178
-1,-0.4,0.9,0.0957801,-0.448963,-0.0528804
-1,-0.4,1,0.0877593,-0.457494,-0.0533078
-1,-0.3,-1,0.0679526,-0.465116,0.0414601
-1,-0.3,-0.9,0.0743395,-0.456924,0.0411855
-1,-0.3,-0.8,0.0809699,-0.448332,0.0401748
-1,-0.3,-0.7,0.0876934,-0.439587,0.0383091
-1,-0.3,-0.6,0.0943138,-0.43098,0.035492
-1,-0.3,-0.5,0.100593,-0.422842,0.031666
-1,-0.3,-0.4,0.106263,-0.415524,0.0268294
-1,-0.3,-0.3,0.111045,-0.409374,0.0210506
-1,-0.3,-0.2,0.114677,-0.404709,0.0144743
-1,-0.3,-0.1,0.11694,-0.401782,0.00731881
-1,-0.3,0,0.117694,-0.400757,-0.000139783
-1,-0.3,0.1,0.116888,-0.40169,-0.00759361
-1,-0.3,0.2,0.114575,-0.404524,-0.0147353
-1,-0.3,0.3,0.110901,-0.409091,-0.0212903
-1,-0.3,0.4,0.106083,-0.415137,-0.0270423
-1,-0.3,0.5,0.100386,-0.422346,-0.031849
-1,-0.3,0.6,0.0940877,-0.430369,-0.0356444
-1,-0.3,0.7,0.0874567,-0.438856,-0.038432
-1,-0.3,0.8,0.0807292,-0.44748,-0.0402708
-1,-0.3,0.9,0.0741001,-0.455949,-0.0412582
-1,-0.3,1,0.0677184,-0.46402,-0.0415132
-1,-0.2,-1,0.0460968,-0.470093,0.0285001
-1,-0.2,-0.9,0.0505614,-0.462278,0.028351
-1,-0.2,-0.8,0.0552068,-0.454072,0.0276939
-1,-0.2,-0.7,0.0599279,-0.44571,0.026444
-1,-0.2,-0.6,0.0645868,-0.437475,0.0245315
-1,-0.2,-0.5,0.0690147,-0.429685,0.0219135
-1,-0.2,-0.4,0.0730203,-0.422679,0.0185864
-1,-0.2,-0.3,0.076404,-0.416789,0.014596
-1,-0.2,-0.2,0.0789767,-0.412319,0.0100429
-1,-0.2,-0.1,0.0805821,-0.409513,0.00508046
-1,-0.2,0,0.0811168,-0.408528,-9.64956e-005
-1,-0.2,0.1,0.0805456,-0.409419,-0.00527009
-1,-0.2,0.2,0.078906,-0.412127,-0.0102228
-1,-0.2,0.3,0.0763032,-0.416496,-0.0147609
-1,-0.2,0.4,0.072895,-0.42228,-0.0187325
-1,-0.2,0.5,0.0688708,-0.429175,-0.0220387
-1,-0.2,0.6,0.0644306,-0.436848,-0.0246353
-1,-0.2,0.7,0.0597649,-0.444962,-0.0265274
-1,-0.2,0.8,0.0550416,-0.453201,-0.0277587
-1,-0.2,0.9,0.0503979,-0.461285,-0.0283997
-1,-0.2,1,0.0459375,-0.468979,-0.0285354
-1,-0.1,-1,0.022996,-0.473195,0.0146967
-1,-0.1,-0.9,0.025331,-0.465629,0.0146324
-1,-0.1,-0.8,0.0277641,-0.457677,0.0143056
-1,-0.1,-0.7,0.0302404,-0.449572,0.0136715
-1,-0.1,-0.6,0.0326872,-0.441587,0.0126929
-1,-0.1,-0.5,0.0350155,-0.434033,0.0113468
-1,-0.1,-0.4,0.0371242,-0.427238,0.0096304
-1,-0.1,-0.3,0.0389072,-0.421525,0.00756697
-1,-0.1,-0.2,0.040264,-0.41719,0.00520873
-1,-0.1,-0.1,0.0411112,-0.414468,0.00263571
-1,-0.1,0,0.0413937,-0.41351,-4.99085e-005
-1,-0.1,0.1,0.0410927,-0.414371,-0.00273379
-1,-0.1,0.2,0.0402281,-0.416994,-0.00530178
-1,-0.1,0.3,0.0388561,-0.421226,-0.00765226
-1,-0.1,0.4,0.0370608,-0.426831,-0.00970599
-1,-0.1,0.5,0.034943,-0.433514,-0.0114117
-1,-0.1,0.6,0.0326087,-0.44095,-0.0127468
-1,-0.1,0.7,0.0301588,-0.448814,-0.0137148
-1,-0.1,0.8,0.0276819,-0.456796,-0.0143395
-1,-0.1,0.9,0.0252501,-0.464625,-0.0146581
-1,-0.1,1,0.0229176,-0.47207,-0.0147157
-1,0,-1,-0.000752991,-0.474225,0.000454568
-1,0,-0.9,-0.000657209,-0.466747,0.000452847
-1,0,-0.8,-0.000557125,-0.458887,0.000442995
-1,0,-0.7,-0.000455146,-0.450873,0.000423607
-1,0,-0.6,-0.000354368,-0.442979,0.000393514
-1,0,-0.5,-0.000258514,-0.43551,0.000351976
-1,0,-0.4,-0.000171745,-0.428792,0.00029889
-1,0,-0.3,-9.83712e-005,-0.423144,0.000234964
-1,0,-0.2,-4.2444e-005,-0.418858,0.00016181
-1,0,-0.1,-7.30339e-006,-0.416166,8.19115e-005
-1,0,0,4.84523e-006,-0.415219,-1.55049e-006
-1,0,0.1,-6.76602e-006,-0.416069,-8.50096e-005
-1,0,0.2,-4.13588e-005,-0.418661,-0.000164901
-1,0,0.3,-9.67203e-005,-0.422843,-0.00023805
-1,0,0.4,-0.000169508,-0.428383,-0.000301977
-1,0,0.5,-0.000255675,-0.434988,-0.000355077
-1,0,0.6,-0.000350919,-0.442339,-0.000396645
-1,0,0.7,-0.00045109,-0.450112,-0.000426786
-1,0,0.8,-0.000552479,-0.458002,-0.000446237
-1,0,0.9,-0.000652,-0.465739,-0.000456165
-1,0,1,-0.000747258,-0.473095,-0.000457968
-1,0.1,-1,-0.0245028,-0.473113,-0.0137878
-1,0.1,-0.9,-0.0266467,-0.465552,-0.0137269
-1,0.1,-0.8,-0.0288801,-0.457608,-0.0134198
-1,0.1,-0.7,-0.0311528,-0.449509,-0.0128245
-1,0.1,-0.6,-0.0333986,-0.441532,-0.0119061
-1,0.1,-0.5,-0.0355357,-0.433985,-0.010643
-1,0.1,-0.4,-0.0374713,-0.427197,-0.00903274
-1,0.1,-0.3,-0.0391079,-0.42149,-0.00709712
-1,0.1,-0.2,-0.0403531,-0.41716,-0.00488515
-1,0.1,-0.1,-0.0411302,-0.41444,-0.00247189
-1,0.1,0,-0.0413885,-0.413484,4.68553e-005
-1,0.1,0.1,-0.0411106,-0.414343,0.00256386
-1,0.1,0.2,-0.0403151,-0.416964,0.00497211
-1,0.1,0.3,-0.0390536,-0.421192,0.00717634
-1,0.1,0.4,-0.0374035,-0.426791,0.00910225
-1,0.1,0.5,-0.0354576,-0.433467,0.0107017
-1,0.1,0.6,-0.0333133,-0.440896,0.0119538
-1,0.1,0.7,-0.0310633,-0.448753,0.0128616
-1,0.1,0.8,-0.0287887,-0.456728,0.0134473
-1,0.1,0.9,-0.0265554,-0.46455,0.0137461
-1,0.1,1,-0.024413,-0.471988,0.0138
-1,0.2,-1,-0.0476062,-0.469929,-0.0275921
-1,0.2,-0.9,-0.0518811,-0.462126,-0.0274464
-1,0.2,-0.8,-0.0563282,-0.453933,-0.026809
-1,0.2,-0.7,-0.0608474,-0.445585,-0.0255979
-1,0.2,-0.6,-0.0653068,-0.437366,-0.0237455
-1,0.2,-0.5,-0.0695449,-0.429591,-0.0212104
-1,0.2,-0.4,-0.0733788,-0.422598,-0.0179893
-1,0.2,-0.3,-0.0766173,-0.41672,-0.0141266
-1,0.2,-0.2,-0.0790793,-0.412259,-0.00971961
-1,0.2,-0.1,-0.0806152,-0.409459,-0.0049167
-1,0.2,0,-0.0811259,-0.408477,9.35824e-005
-1,0.2,0.1,-0.0805777,-0.409365,0.00510051
-1,0.2,0.2,-0.0790066,-0.412068,0.00989372
-1,0.2,0.3,-0.0765134,-0.416428,0.0142857
-1,0.2,0.4,-0.0732491,-0.4222,0.0181296
-1,0.2,0.5,-0.0693956,-0.429082,0.0213298
-1,0.2,0.6,-0.0651439,-0.436741,0.0238434
-1,0.2,0.7,-0.0606765,-0.444841,0.0256752
-1,0.2,0.8,-0.056154,-0.453066,0.0268677
-1,0.2,0.9,-0.0517073,-0.461136,0.0274888
-1,0.2,1,-0.0474356,-0.468818,0.0276209
-1,0.3,-1,-0.0694669,-0.464871,-0.0405542
-1,0.3,-0.9,-0.0756666,-0.456697,-0.0402832
-1,0.3,-0.8,-0.0821014,-0.448126,-0.0392922
-1,0.3,-0.7,-0.0886257,-0.439402,-0.0374652
-1,0.3,-0.6,-0.0950494,-0.430818,-0.0347081
-1,0.3,-0.5,-0.101142,-0.422702,-0.0309649
-1,0.3,-0.4,-0.106643,-0.415405,-0.0262341
-1,0.3,-0.3,-0.111282,-0.409273,-0.0205826
-1,0.3,-0.2,-0.114804,-0.404621,-0.0141519
-1,0.3,-0.1,-0.116999,-0.401703,-0.00715542
-1,0.3,0,-0.117729,-0.400681,0.000137093
-1,0.3,0.1,-0.116946,-0.401612,0.00742485
-1,0.3,0.2,-0.114701,-0.404437,0.0144076
-1,0.3,0.3,-0.111134,-0.408991,0.0208169
-1,0.3,0.4,-0.106458,-0.41502,0.0264417
-1,0.3,0.5,-0.100929,-0.422209,0.0311425
-1,0.3,0.6,-0.0948168,-0.43021,0.034855
-1,0.3,0.7,-0.0883813,-0.438676,0.0375825
-1,0.3,0.8,-0.0818518,-0.447278,0.0393825
-1,0.3,0.9,-0.0754172,-0.455727,0.0403499
-1,0.3,1,-0.0692217,-0.46378,0.0406011
-1,0.4,-1,-0.0895822,-0.458244,-0.0523332
-1,0.4,-0.9,-0.0974249,-0.449616,-0.0518845
-1,0.4,-0.8,-0.10554,-0.440587,-0.050512
-1,0.4,-0.7,-0.113743,-0.431413,-0.0480739
-1,0.4,-0.6,-0.121795,-0.422396,-0.0444573
-1,0.4,-0.5,-0.129411,-0.413879,-0.0395979
-1,0.4,-0.4,-0.136271,-0.406227,-0.0334999
-1,0.4,-0.3,-0.142043,-0.399802,-0.0262517
-1,0.4,-0.2,-0.146418,-0.39493,-0.0180333
-1,0.4,-0.1,-0.149142,-0.391876,-0.00911217
-1,0.4,0,-0.150047,-0.39081,0.000176188
-1,0.4,0.1,-0.149076,-0.39179,0.00945867
-1,0.4,0.2,-0.14629,-0.394755,0.0183628
-1,0.4,0.3,-0.141859,-0.399533,0.0265547
-1,0.4,0.4,-0.13604,-0.405859,0.0337697
-1,0.4,0.5,-0.129145,-0.413404,0.0398304
-1,0.4,0.6,-0.121504,-0.421809,0.0446513
-1,0.4,0.7,-0.113435,-0.430709,0.0482306
-1,0.4,0.8,-0.105225,-0.439763,0.0506345
-1,0.4,0.9,-0.0971093,-0.44867,0.051977
-1,0.4,1,-0.0892709,-0.457177,0.0524003
-1,0.5,-1,-0.107573,-0.450419,-0.0626718
-1,0.5,-0.9,-0.116729,-0.441308,-0.0619894
-1,0.5,-0.8,-0.126167,-0.431801,-0.0602094
-1,0.5,-0.7,-0.135671,-0.422161,-0.0571734
-1,0.5,-0.6,-0.144968,-0.412704,-0.0527585
-1,0.5,-0.5,-0.153731,-0.403786,-0.0468989
-1,0.5,-0.4,-0.161599,-0.395783,-0.0396074
-1,0.5,-0.3,-0.168204,-0.389071,-0.0309928
-1,0.5,-0.2,-0.1732,-0.383986,-0.0212667
-1,0.5,-0.1,-0.176305,-0.380802,-0.0107377
-1,0.5,0,-0.177336,-0.379693,0.000210097
-1,0.5,0.1,-0.17623,-0.38072,0.0111512
-1,0.5,0.2,-0.173052,-0.38382,0.0216609
-1,0.5,0.3,-0.167992,-0.388815,0.0313568
-1,0.5,0.4,-0.161334,-0.395432,0.0399333
-1,0.5,0.5,-0.153423,-0.403331,0.0471819
-1,0.5,0.6,-0.144629,-0.41214,0.0529972
-1,0.5,0.7,-0.135313,-0.421482,0.0573688
-1,0.5,0.8,-0.125798,-0.431003,0.0603646
-1,0.5,0.9,-0.116358,-0.440391,0.0621091
-1,0.5,1,-0.107206,-0.449381,0.0627613
-1,0.6,-1,-0.1232,-0.441801,-0.0714056
-1,0.6,-0.9,-0.133318,-0.432232,-0.0704377
-1,0.6,-0.8,-0.143703,-0.42228,-0.0682324
-1,0.6,-0.7,-0.154117,-0.412218,-0.0646237
-1,0.6,-0.6,-0.164261,-0.40237,-0.0594868
-1,0.6,-0.5,-0.173786,-0.393104,-0.0527605
-1,0.6,-0.4,-0.18231,-0.384804,-0.0444694
-1,0.6,-0.3,-0.189443,-0.377853,-0.0347402
-1,0.6,-0.2,-0.194827,-0.372595,-0.0238082
-1,0.6,-0.1,-0.198168,-0.369305,-0.0120103
-1,0.6,0,-0.199276,-0.368162,0.000238491
-1,0.6,0.1,-0.198086,-0.369227,0.0124801
-1,0.6,0.2,-0.194666,-0.372436,0.0242573
-1,0.6,0.3,-0.189213,-0.377609,0.0351568
-1,0.6,0.4,-0.18202,-0.384469,0.0448448
-1,0.6,0.5,-0.173448,-0.392669,0.0530894
-1,0.6,0.6,-0.163888,-0.401829,0.059767
-1,0.6,0.7,-0.15372,-0.411564,0.0648562
-1,0.6,0.8,-0.143293,-0.42151,0.0684204
-1,0.6,0.9,-0.132903,-0.431344,0.070586
-1,0.6,1,-0.122786,-0.440794,0.0715196
-1,0.7,-1,-0.136357,-0.432789,-0.0784626
-1,0.7,-0.9,-0.147094,-0.422832,-0.0771684
-1,0.7,-0.8,-0.158062,-0.412516,-0.0745322
-1,0.7,-0.7,-0.169008,-0.402121,-0.070389
-1,0.7,-0.6,-0.179624,-0.391979,-0.0646194
-1,0.7,-0.5,-0.18955,-0.38246,-0.0571717
-1,0.7,-0.4,-0.198399,-0.373955,-0.0480835
-1,0.7,-0.3,-0.205781,-0.366844,-0.0374965
-1,0.7,-0.2,-0.211338,-0.361474,-0.0256622
-1,0.7,-0.1,-0.214781,-0.358118,-0.0129328
-1,0.7,0,-0.215921,-0.356955,0.000261436
-1,0.7,0.1,-0.214695,-0.358044,0.0134483
-1,0.7,0.2,-0.21117,-0.361323,0.0261563
-1,0.7,0.3,-0.205539,-0.366612,0.0379572
-1,0.7,0.4,-0.198094,-0.373634,0.0485015
-1,0.7,0.5,-0.189193,-0.382044,0.0575412
-1,0.7,0.6,-0.179228,-0.391459,0.0649379
-1,0.7,0.7,-0.168585,-0.401492,0.0706571
-1,0.7,0.8,-0.157622,-0.411773,0.0747527
-1,0.7,0.9,-0.146647,-0.421973,0.0773461
-1,0.7,1,-0.135908,-0.431813,0.0786031
-1,0.8,-1,-0.147063,-0.423742,-0.0838542
-1,0.8,-0.9,-0.158103,-0.413502,-0.0822076
-1,0.8,-0.8,-0.169323,-0.402937,-0.0791496
-1,0.8,-0.7,-0.180464,-0.392333,-0.0745231
-1,0.8,-0.6,-0.191217,-0.382022,-0.0682195
-1,0.8,-0.5,-0.201228,-0.372375,-0.0602001
-1,0.8,-0.4,-0.210117,-0.363777,-0.0505154
-1,0.8,-0.3,-0.217507,-0.356606,-0.039319
-1,0.8,-0.2,-0.223056,-0.351199,-0.0268708
-1,0.8,-0.1,-0.226487,-0.347825,-0.0135277
-1,0.8,0,-0.227622,-0.346657,0.000279302
-1,0.8,0.1,-0.2264,-0.347754,0.014079
-1,0.8,0.2,-0.222886,-0.351054,0.0274008
-1,0.8,0.3,-0.217261,-0.356382,0.0398156
-1,0.8,0.4,-0.209805,-0.363468,0.0509692
-1,0.8,0.5,-0.200861,-0.371974,0.0606049
-1,0.8,0.6,-0.190808,-0.381521,0.0685726
-1,0.8,0.7,-0.180025,-0.391726,0.0748245
-1,0.8,0.8,-0.168863,-0.40222,0.0794018
-1,0.8,0.9,-0.157633,-0.412671,0.082415
-1,0.8,1,-0.146589,-0.422797,0.0840223
-1,0.9,-1,-0.155437,-0.414965,-0.0876594
-1,0.9,-0.9,-0.166505,-0.404567,-0.085651
-1,0.9,-0.8,-0.177692,-0.393889,-0.082195
-1,0.9,-0.7,-0.188744,-0.383214,-0.0771473
-1,0.9,-0.6,-0.199358,-0.372875,-0.0704136
-1,0.9,-0.5,-0.209194,-0.363233,-0.06197
-1,0.9,-0.4,-0.217893,-0.354666,-0.0518793
-1,0.9,-0.3,-0.225101,-0.347537,-0.0403029
-1,0.9,-0.2,-0.230497,-0.342172,-0.0275025
-1,0.9,-0.1,-0.233828,-0.338829,-0.0138303
-1,0.9,0,-0.234928,-0.337673,0.000292668
-1,0.9,0.1,-0.233741,-0.33876,0.0144086
-1,0.9,0.2,-0.230328,-0.342032,0.0280601
-1,0.9,0.3,-0.224855,-0.34732,0.0408281
-1,0.9,0.4,-0.21758,-0.354367,0.0523626
-1,0.9,0.5,-0.208825,-0.362845,0.0624052
-1,0.9,0.6,-0.198945,-0.37239,0.0707976
-1,0.9,0.7,-0.188297,-0.382627,0.0774796
-1,0.9,0.8,-0.177222,-0.393194,0.0824778
-1,0.9,0.9,-0.166021,-0.403762,0.0858881
-1,0.9,1,-0.154946,-0.414048,0.0878559
-1,1,-1,-0.161671,-0.406691,-0.0900078
-1,1,-0.9,-0.172539,-0.396269,-0.0876445
-1,1,-0.8,-0.183465,-0.385617,-0.0838272
-1,1,-0.7,-0.194201,-0.375015,-0.0784278
-1,1,-0.6,-0.204461,-0.364787,-0.0713689
-1,1,-0.5,-0.213925,-0.355283,-0.0626411
-1,1,-0.4,-0.222261,-0.346863,-0.052318
-1,1,-0.3,-0.229144,-0.339875,-0.0405651
-1,1,-0.2,-0.234284,-0.334627,-0.0276401
-1,1,-0.1,-0.23745,-0.331361,-0.0138835
-1,1,0,-0.238494,-0.330232,0.00030222
-1,1,0.1,-0.237365,-0.331293,0.0144812
-1,1,0.2,-0.234118,-0.334489,0.0282182
-1,1,0.3,-0.228904,-0.339663,0.0411123
-1,1,0.4,-0.221954,-0.346571,0.0528252
-1,1,0.5,-0.213561,-0.354904,0.063102
-1,1,0.6,-0.20405,-0.364315,0.07178
-1,1,0.7,-0.193755,-0.374444,0.0787885
-1,1,0.8,-0.182992,-0.384942,0.084139
-1,1,0.9,-0.172049,-0.395487,0.0879107
-1,1,1,-0.161171,-0.405801,0.0902329
-0.9,-1,-1,0.169627,-0.411384,0.102325
-0.9,-1,-0.9,0.182036,-0.39888,0.100181
-0.9,-1,-0.8,0.194619,-0.385996,0.0963293
-0.9,-1,-0.7,0.20709,-0.373076,0.0905863
-0.9,-1,-0.6,0.219102,-0.360521,0.0828282
-0.9,-1,-0.5,0.230265,-0.348778,0.0730147
-0.9,-1,-0.4,0.240162,-0.338315,0.0612122
-0.9,-1,-0.3,0.248379,-0.329591,0.047608
-0.9,-1,-0.2,0.254542,-0.323016,0.0325147
-0.9,-1,-0.1,0.258349,-0.318918,0.0163584
-0.9,-1,0,0.259607,-0.317506,-0.0003486
-0.9,-1,0.1,0.25825,-0.318853,-0.017047
-0.9,-1,0.2,0.254347,-0.322883,-0.0331783
-0.9,-1,0.3,0.248097,-0.329383,-0.0482323
-0.9,-1,0.4,0.239803,-0.338025,-0.061786
-0.9,-1,0.5,0.229843,-0.348396,-0.0735308
-0.9,-1,0.6,0.218629,-0.360038,-0.0832828
-0.9,-1,0.7,0.206579,-0.372484,-0.0909795
-0.9,-1,0.8,0.194083,-0.385289,-0.0966639
-0.9,-1,0.9,0.181484,-0.398053,-0.100462
-0.9,-1,1,0.169067,-0.410437,-0.102558
-0.9,-0.9,-1,0.163722,-0.42003,0.100239
-0.9,-0.9,-0.9,0.176482,-0.407472,0.0985289
-0.9,-0.9,-0.8,0.189503,-0.394465,0.0951102
-0.9,-0.9,-0.7,0.202488,-0.381355,0.0897761
-0.9,-0.9,-0.6,0.21507,-0.368557,0.0823771
-0.9,-0.9,-0.5,0.226826,-0.356538,0.0728505
-0.9,-0.9,-0.4,0.2373,-0.34579,0.0612459
-0.9,-0.9,-0.3,0.246032,-0.3368,0.0477447
-0.9,-0.9,-0.2,0.252602,-0.330009,0.0326661
